Title,groupurl,category,pay_labels
ドグマンダラ,劇団名企画団体シックスペース,https://kan-geki.com/streaming/play/2127,"カテゴリー不条理・アングラ,",有料
いおり博士とこうじくんの理科室パフォーマンスショー,劇団名スタジオエッグス,https://kan-geki.com/streaming/play/2128,"カテゴリーキッズ・ファミリー,ダンス・舞踏・パフォーマンス,",有料
ちょっとまって（試作）,劇団名情熱のフラミンゴ,https://kan-geki.com/streaming/play/2129,"カテゴリードラマ,不条理・アングラ,",有料
老いは煙の森を駆ける,劇団名女の子には内緒,https://kan-geki.com/streaming/play/2130,"カテゴリーファンタジー,ドラマ,アート,",有料
師走やぶれかぶれ,劇団名田上パル,https://kan-geki.com/streaming/play/2132,"カテゴリードラマ,",有料
HIT LIST 福岡公演版,劇団名演劇集団GEKIIKE,https://kan-geki.com/streaming/play/2137,"カテゴリードラマ,ダンス・舞踏・パフォーマンス,",有料
HIT LIST 東京公演版,劇団名演劇集団GEKIIKE,https://kan-geki.com/streaming/play/2138,"カテゴリードラマ,ダンス・舞踏・パフォーマンス,",有料
「象に釘」明逸人×フルサキエミ ver.,劇団名札幌ハムプロジェクト,https://kan-geki.com/streaming/play/2139,"カテゴリーSF,ドラマ,コメディ,",有料
サーカスの灯,劇団名ラストラーダカンパニー,https://kan-geki.com/streaming/play/2141,"カテゴリーファンタジー,ダンス・舞踏・パフォーマンス,ノンバーバル,",有料
りくー忠臣蔵異聞,劇団名てんらんかい,https://kan-geki.com/streaming/play/2142,"カテゴリー時代劇（歴史劇）,一人芝居,",有料
「象に釘」由村鯨太×渡辺ゆぱ ver.,劇団名札幌ハムプロジェクト,https://kan-geki.com/streaming/play/2143,"カテゴリーSF,ドラマ,コメディ,",有料
鋼の糸,劇団名JACROW,https://kan-geki.com/streaming/play/2144,"カテゴリードラマ,",有料
「象に釘」明逸人×傍嶋史紀 ver.,劇団名札幌ハムプロジェクト,https://kan-geki.com/streaming/play/2145,"カテゴリーSF,ドラマ,コメディ,",有料
The last night recipe,劇団名iaku,https://kan-geki.com/streaming/play/2146,"カテゴリードラマ,",有料
「人の気も知らないで」（読み合わせ部）,劇団名虚空旅団,https://kan-geki.com/streaming/play/2148,"カテゴリードラマ,",有料
ツマガリク〜ン,劇団名小松台東,https://kan-geki.com/streaming/play/2149,"カテゴリードラマ,",有料
第3回 としみつの会,劇団名としみつの会／樂舎,https://kan-geki.com/streaming/play/2150,"カテゴリーその他,",有料
音楽を楽しみ集う館 樂舍 〜杵屋利光が唄うシリーズ 第1弾〜,劇団名としみつの会／樂舎,https://kan-geki.com/streaming/play/2151,"カテゴリーその他,",有料
音楽を楽しみ集う館 樂舍 〜杵屋利光が唄うシリーズ第2弾〜,劇団名としみつの会／樂舎,https://kan-geki.com/streaming/play/2152,"カテゴリーその他,",有料
MATCH,劇団名ステージタイガー,https://kan-geki.com/streaming/play/2153,"カテゴリーアクション,ドラマ,時代劇（歴史劇）,",有料
赤鬼,劇団名東京芸術劇場,https://kan-geki.com/streaming/play/2154,"カテゴリーその他,",有料
キル兄にゃとU子さん,劇団名シア・トリエ,https://kan-geki.com/streaming/play/2155,"カテゴリーダンス・舞踏・パフォーマンス,",有料
ザ ウィンターズ テイル／アンダーグラウンド,劇団名フォスフォレッスセンス,https://kan-geki.com/streaming/play/2157,"カテゴリードラマ,",有料
悪魔のいるクリスマス,劇団名ナビロフト,https://kan-geki.com/streaming/play/2158,"カテゴリーファンタジー,",有料
青い鳥,劇団名世田谷シルク,https://kan-geki.com/streaming/play/2159,"カテゴリーその他,",有料
ねこはしる,劇団名アートインAsibina,https://kan-geki.com/streaming/play/2161,"カテゴリードラマ,キッズ・ファミリー,",有料
小さい〝つ〟が消えた日,劇団名劇団仲間,https://kan-geki.com/streaming/play/2162,"カテゴリーコメディ,",有料
Kiss of Sniper season 3,劇団名劇団ジュエリー・ビーンズ,https://kan-geki.com/streaming/play/2164,"カテゴリーSF,アクション,ドラマ,",有料
太宰治「きりぎりす」,劇団名林英世ひとり語り,https://kan-geki.com/streaming/play/2165,"カテゴリードラマ,一人芝居,",有料
路上,劇団名ティーファクトリー,https://kan-geki.com/streaming/play/2166,"カテゴリードラマ,コメディ,アート,",有料
路上２,劇団名ティーファクトリー,https://kan-geki.com/streaming/play/2167,"カテゴリードラマ,コメディ,アート,",有料
路上３,劇団名ティーファクトリー,https://kan-geki.com/streaming/play/2168,"カテゴリードラマ,コメディ,アート,",有料
路上3.11(路上４),劇団名ティーファクトリー,https://kan-geki.com/streaming/play/2169,"カテゴリードラマ,コメディ,アート,",有料
ハッピーソング,劇団名「老いと演劇」OiBokkeShi,https://kan-geki.com/streaming/play/2170,"カテゴリードラマ,その他,",有料
遥方 - KANATA -,劇団名劇団Furure,https://kan-geki.com/streaming/play/2171,"カテゴリーミステリー・サスペンス,",有料
川上音二郎版「正劇オセロ」,劇団名音貞オッペケ祭実行委員会,https://kan-geki.com/streaming/play/2173,"カテゴリードラマ,ミステリー・サスペンス,時代劇（歴史劇）,",有料
てんしごと〜通わせた、ぬくもりの先〜,劇団名劇団WAO!,https://kan-geki.com/streaming/play/2174,"カテゴリードラマ,",有料
あの日見た夢のつづき（主演・河本早苗）　,劇団名劇団WAO!,https://kan-geki.com/streaming/play/2175,"カテゴリードラマ,",有料
歌舞伎ミュージカル「不知火譚」第三章　蜘蛛の子散らすノ陣,劇団名劇団鳥獣戯画,https://kan-geki.com/streaming/play/2176,"カテゴリーファンタジー,アクション,ミュージカル,",有料
蟹工船（1983）,劇団名東京芸術座,https://kan-geki.com/streaming/play/2177,"カテゴリードラマ,時代劇（歴史劇）,",有料
蟹工船（2010）,劇団名東京芸術座,https://kan-geki.com/streaming/play/2178,"カテゴリードラマ,時代劇（歴史劇）,",有料
父を騙すー72年目の遺言ー,劇団名東京芸術座,https://kan-geki.com/streaming/play/2179,"カテゴリードラマ,時代劇（歴史劇）,",有料
contact Gonzo『xapaxnannan（ザパックス・ナンナン）：私たちの未来のスポーツ』,劇団名KYOTOEXPERIMENT,https://kan-geki.com/streaming/play/2180,"カテゴリーその他,",有料
あの日見た夢のつづき（主演・栗原ちゃお）,劇団名劇団WAO!,https://kan-geki.com/streaming/play/2186,"カテゴリードラマ,",有料
少年〜少女,劇団名伊藤キム＋輝く未来,https://kan-geki.com/streaming/play/2187,"カテゴリーダンス・舞踏・パフォーマンス,",有料
烏丸ストロークロックと祭「祝・祝日」,劇団名烏丸ストロークロック,https://kan-geki.com/streaming/play/2189,"カテゴリーダンス・舞踏・パフォーマンス,",有料
僕らが歌をうたう時,劇団名芝居処華ヨタ,https://kan-geki.com/streaming/play/2192,"カテゴリードラマ,",有料
第6回：劇団宴夢『ルーモ1.255』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/2193,"カテゴリーアート,ダンス・舞踏・パフォーマンス,",有料
第6回：劇団Noble『灯火は遥か』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/2194,"カテゴリードラマ,",有料
第6回：ゆとりユーティリティ『満塁デストロイ』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/2195,"カテゴリーコメディ,一人芝居,",有料
第6回：ふしこ『木青屋服呉』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/2196,"カテゴリーファンタジー,ドラマ,時代劇（歴史劇）,",有料
第6回：おちゃめインパクト『キャベツ』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/2197,"カテゴリードラマ,",有料
第6回：ポケット企画『ここにいて、』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/2198,"カテゴリードラマ,",有料
第6回：東北連合『深夜、パーソナリティが消えた。』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/2199,"カテゴリードラマ,",有料
第6回：ごじゃりまる。『こうふく♡みたらしだんご』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/2200,"カテゴリーコメディ,ミュージカル,その他,",有料
第6回：あたらよ『会話劇』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/2201,"カテゴリードラマ,",有料
百こ鬼び夜と行く,劇団名仮想定規,https://kan-geki.com/streaming/play/2202,"カテゴリーコメディ,ミュージカル,ホラー・スリラー,",有料
仕込みネイション,劇団名劇団スズメバチ。,https://kan-geki.com/streaming/play/2203,"カテゴリードラマ,",有料
バルカン動物園,劇団名青年団,https://kan-geki.com/streaming/play/2204,"カテゴリードラマ,",有料
東京ハイビームPresents☆月イチ☆配信ショートシアター  7月配信作品「みんな優しい」,劇団名劇団東京ハイビーム,https://kan-geki.com/streaming/play/2205,"カテゴリーコメディ,不条理・アングラ,",有料
東京ハイビームPresents☆月イチ☆配信ショートシアター  8月配信作品「ゴーストよ、こんにちわ」,劇団名劇団東京ハイビーム,https://kan-geki.com/streaming/play/2206,"カテゴリーコメディ,",有料
江戸の華〜文七元結より〜,劇団名劇団すごろく,https://kan-geki.com/streaming/play/2207,"カテゴリーコメディ,時代劇（歴史劇）,",有料
『雪の女王』A Heartfelt Story～あなたに伝えたい～,劇団名BSP（ブルーシャトルプロデュース）,https://kan-geki.com/streaming/play/2209,"カテゴリーファンタジー,アクション,ダンス・舞踏・パフォーマンス,",有料
真田幸村,劇団名BSP（ブルーシャトルプロデュース）,https://kan-geki.com/streaming/play/2210,"カテゴリーアクション,時代劇（歴史劇）,ダンス・舞踏・パフォーマンス,",有料
「龍の羅針盤」第一部 幕末死闘篇,劇団名BSP（ブルーシャトルプロデュース）,https://kan-geki.com/streaming/play/2211,"カテゴリーアクション,時代劇（歴史劇）,ダンス・舞踏・パフォーマンス,",有料
「龍の羅針盤」第二部 維新回天篇,劇団名BSP（ブルーシャトルプロデュース）,https://kan-geki.com/streaming/play/2212,"カテゴリーアクション,時代劇（歴史劇）,ダンス・舞踏・パフォーマンス,",有料
「新選組」完結編－暁ノ章－,劇団名BSP（ブルーシャトルプロデュース）,https://kan-geki.com/streaming/play/2213,"カテゴリーアクション,時代劇（歴史劇）,ダンス・舞踏・パフォーマンス,",有料
「新選組」完結編－宵ノ章－,劇団名BSP（ブルーシャトルプロデュース）,https://kan-geki.com/streaming/play/2214,"カテゴリーアクション,時代劇（歴史劇）,ダンス・舞踏・パフォーマンス,",有料
「新選組」完結編－終ノ章－,劇団名BSP（ブルーシャトルプロデュース）,https://kan-geki.com/streaming/play/2215,"カテゴリーアクション,時代劇（歴史劇）,ダンス・舞踏・パフォーマンス,",有料
戦場の翼,劇団名BSP（ブルーシャトルプロデュース）,https://kan-geki.com/streaming/play/2216,"カテゴリーアクション,時代劇（歴史劇）,ダンス・舞踏・パフォーマンス,",有料
新選組リメンバー,劇団名BSP（ブルーシャトルプロデュース）,https://kan-geki.com/streaming/play/2217,"カテゴリーアクション,時代劇（歴史劇）,ダンス・舞踏・パフォーマンス,",有料
Kiss of Sniper 真実の彼方へ,劇団名劇団ジュエリー・ビーンズ,https://kan-geki.com/streaming/play/2218,"カテゴリーSF,アクション,ドラマ,",有料
完全にそうだけど恋をしようよ,劇団名またはブライアン,https://kan-geki.com/streaming/play/2219,"カテゴリーその他,",有料
sandglass,劇団名遊劇舞台二月病,https://kan-geki.com/streaming/play/2221,"カテゴリードラマ,",有料
その間にあるもの,劇団名A級MissingLink,https://kan-geki.com/streaming/play/2222,"カテゴリードラマ,",有料
かもめごっこ,劇団名工藤俊作プロデュースプロジェクトKUTO-10,https://kan-geki.com/streaming/play/2226,"カテゴリー不条理・アングラ,",有料
（朗読公演）くじらの昇る海底,劇団名劇団三毛猫座,https://kan-geki.com/streaming/play/2231,"カテゴリーSF,ドラマ,アート,",有料
（全景映像）フーコの家,"劇団名todokeru,",https://kan-geki.com/streaming/play/2232,"カテゴリードラマ,ミステリー・サスペンス,恋愛,",有料
ゆめいろリーディングvol.1「再・生」「Utopia〜月は無限の色に輝く〜」「きみの名を呼ぶ オリンピックと」,劇団名純真舞台,https://kan-geki.com/streaming/play/2233,"カテゴリーファンタジー,ドラマ,その他,",有料
Singularity Crash〜〈わたし〉に続く果てしない物語（ストーリー）〜,劇団名FavoriteBananaIndians,https://kan-geki.com/streaming/play/2234,"カテゴリーSF,アクション,ドラマ,",有料
＃30　Era,劇団名激団リジョロ,https://kan-geki.com/streaming/play/2235,"カテゴリーアクション,ドラマ,",有料
2020,劇団名劇団肋骨蜜柑同好会,https://kan-geki.com/streaming/play/2237,"カテゴリードラマ,ミステリー・サスペンス,",有料
トロイアの女たち,劇団名劇団風蝕異人街,https://kan-geki.com/streaming/play/2238,"カテゴリー時代劇（歴史劇）,ダンス・舞踏・パフォーマンス,不条理・アングラ,",有料
新『My Sweet Baby』,劇団名劇団東京ハイビーム,https://kan-geki.com/streaming/play/2239,"カテゴリードラマ,コメディ,",有料
国際音楽の日2006記念・沖縄県芸能関連協議会公演 人間国宝と伝承芸,劇団名一般社団法人沖縄県芸能関連協議会,https://kan-geki.com/streaming/play/2241,"カテゴリーダンス・舞踏・パフォーマンス,",有料
”沖縄芸能・文化”のお祝いの日 沖芸連の日,劇団名一般社団法人沖縄県芸能関連協議会,https://kan-geki.com/streaming/play/2242,"カテゴリーダンス・舞踏・パフォーマンス,",有料
沖芸連五周年記念公演「執心鐘入」からのひろがり,劇団名一般社団法人沖縄県芸能関連協議会,https://kan-geki.com/streaming/play/2243,"カテゴリーダンス・舞踏・パフォーマンス,",有料
～寄らてぃ打ちならす～沖縄伝統太鼓の響き,劇団名一般社団法人沖縄県芸能関連協議会,https://kan-geki.com/streaming/play/2244,"カテゴリーダンス・舞踏・パフォーマンス,",有料
ファイナルカウントダウン,劇団名コメディアス,https://kan-geki.com/streaming/play/2246,"カテゴリーコメディ,",有料
フラグメントファンタジー,劇団名劇団ココロワ,https://kan-geki.com/streaming/play/2248,"カテゴリーファンタジー,コメディ,その他,",有料
ゴーストライター,劇団名ジャグリング・ユニット・フラトレス,https://kan-geki.com/streaming/play/2249,"カテゴリーダンス・舞踏・パフォーマンス,",有料
とおくはちかい (reprise),劇団名屋根裏ハイツ,https://kan-geki.com/streaming/play/2250,"カテゴリーファンタジー,ドラマ,アート,",有料
ロックランド,劇団名劇団ショウダウン,https://kan-geki.com/streaming/play/2251,"カテゴリーSF,ドラマ,",有料
ラビリンス,劇団名劇団ショウダウン,https://kan-geki.com/streaming/play/2252,"カテゴリーSF,ファンタジー,ドラマ,",有料
DEAD,劇団名劇団ショウダウン,https://kan-geki.com/streaming/play/2253,"カテゴリーホラー・スリラー,",有料
雪月花,劇団名劇団ショウダウン,https://kan-geki.com/streaming/play/2254,"カテゴリードラマ,ミステリー・サスペンス,コメディ,",有料
撃鉄の子守唄　2007年初演,劇団名劇団ショウダウン,https://kan-geki.com/streaming/play/2255,"カテゴリーファンタジー,時代劇（歴史劇）,恋愛,",有料
ラジオスター　2009年再演,劇団名劇団ショウダウン,https://kan-geki.com/streaming/play/2256,"カテゴリーSF,恋愛,",有料
Deep Red,劇団名劇団ショウダウン,https://kan-geki.com/streaming/play/2257,"カテゴリーミステリー・サスペンス,コメディ,",有料
シアトリカル・パレード,劇団名Brattocoyote,https://kan-geki.com/streaming/play/2258,"カテゴリードラマ,コメディ,",有料
ベルトコンベアのうえ,劇団名PerformanceGrouphoihoi,https://kan-geki.com/streaming/play/2259,"カテゴリーダンス・舞踏・パフォーマンス,",有料
ライライライ！,劇団名トツゲキ倶楽部,https://kan-geki.com/streaming/play/2260,"カテゴリードラマ,コメディ,恋愛,",有料
人狼系推理バトル【レジスタンスイレブン】～見えない敵を封鎖せよ～　其の7の陣,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/2262,"カテゴリーその他,",有料
人狼系推理バトル【レジスタンスイレブン】～見えない敵を封鎖せよ～　其の8の陣,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/2263,"カテゴリーその他,",有料
人狼系推理バトル【レジスタンスイレブン】～見えない敵を封鎖せよ～　其の9の陣,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/2264,"カテゴリーその他,",有料
人狼系推理バトル【レジスタンスイレブン】～見えない敵を封鎖せよ～　其の10の陣,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/2265,"カテゴリーその他,",有料
朗読舞台「君の、空知らぬ雨～風の章～」,劇団名劇団HALLJACK,https://kan-geki.com/streaming/play/2266,"カテゴリードラマ,コメディ,その他,",有料
泣きむしミーシャ、空を飛ぶ！？2020特別短編ミュージカル,劇団名さっぽろ市民ミュージカル実行委員会,https://kan-geki.com/streaming/play/2267,"カテゴリードラマ,ミュージカル,キッズ・ファミリー,",有料
ロストフレンド,劇団名スズキプロジェクトバージョンファイブ,https://kan-geki.com/streaming/play/2268,"カテゴリーコメディ,",有料
BARアンラッキー,劇団名スズキプロジェクトバージョンファイブ,https://kan-geki.com/streaming/play/2269,"カテゴリーコメディ,",有料
ジャズピエロ,劇団名スズキプロジェクトバージョンファイブ,https://kan-geki.com/streaming/play/2270,"カテゴリーコメディ,",有料
V.P.G,劇団名スズキプロジェクトバージョンファイブ,https://kan-geki.com/streaming/play/2271,"カテゴリーコメディ,",有料
Another-D,劇団名スズキプロジェクトバージョンファイブ,https://kan-geki.com/streaming/play/2274,"カテゴリーコメディ,",有料
犬は吠えるがキャラバンは進む,劇団名スズキプロジェクトバージョンファイブ,https://kan-geki.com/streaming/play/2275,"カテゴリーコメディ,",有料
Z-Studio ～ゾンビ映画は愛を育む～,劇団名スズキプロジェクトバージョンファイブ,https://kan-geki.com/streaming/play/2276,"カテゴリーコメディ,",有料
プラネタジャッジ,劇団名スズキプロジェクトバージョンファイブ,https://kan-geki.com/streaming/play/2277,"カテゴリーSF,",有料
壁に挟まった男,劇団名スズキプロジェクトバージョンファイブ,https://kan-geki.com/streaming/play/2278,"カテゴリーコメディ,",有料
待夢カプセル,劇団名劇団ジュエリー・ビーンズ,https://kan-geki.com/streaming/play/2279,"カテゴリーSF,ファンタジー,恋愛,",有料
てんしごと〜通わせた、ぬくもりの先〜　文楽劇場　再演,劇団名劇団WAO!,https://kan-geki.com/streaming/play/2280,"カテゴリードラマ,ミュージカル,",有料
ペスト,劇団名仙台シアターラボ,https://kan-geki.com/streaming/play/2281,"カテゴリーアート,",有料
三人の盗賊,劇団名人宿町やどりぎ座/劇団渡辺,https://kan-geki.com/streaming/play/2282,"カテゴリードラマ,ミステリー・サスペンス,恋愛,",有料
平家物語〜語りと弦で聴く〜木曾義仲,劇団名artunitai+,https://kan-geki.com/streaming/play/2283,"カテゴリー時代劇（歴史劇）,一人芝居,その他,",有料
平家物語〜語りと弦で聴く〜俊寛,劇団名artunitai+,https://kan-geki.com/streaming/play/2284,"カテゴリー時代劇（歴史劇）,一人芝居,その他,",有料
トラの恩がえし,劇団名オペレッタ劇団ともしび,https://kan-geki.com/streaming/play/2285,"カテゴリーその他,",有料
わくわくパラディーソ,劇団名恍惚感湿地帯,https://kan-geki.com/streaming/play/2286,"カテゴリーその他,",有料
磯部家「はじめての・・・」,劇団名劇団WAO!,https://kan-geki.com/streaming/play/2287,"カテゴリードラマ,コメディ,アート,",有料
ShowCaseBar「TOY+」〜その１ まだ支度中ですよ〜,劇団名トイメン/TOYMEN,https://kan-geki.com/streaming/play/2288,"カテゴリーその他,",有料
ポー、大鴉の夜、あるいは私達の犯罪,劇団名劇団キンダースペース,https://kan-geki.com/streaming/play/2289,"カテゴリードラマ,",有料
(第六回本公演)アンドロイドは毒をも喰らう,劇団名劇団三毛猫座,https://kan-geki.com/streaming/play/2290,"カテゴリーSF,ドラマ,アート,",有料
おやすまなさい,劇団名シガール姉妹,https://kan-geki.com/streaming/play/2291,"カテゴリーファンタジー,ドラマ,不条理・アングラ,",有料
父が燃えない,劇団名箱庭円舞曲,https://kan-geki.com/streaming/play/2292,"カテゴリードラマ,コメディ,",有料
回る顔,劇団名ムニ,https://kan-geki.com/streaming/play/2293,"カテゴリーSF,ドラマ,不条理・アングラ,",有料
灯に佇む,劇団名名取事務所,https://kan-geki.com/streaming/play/2299,"カテゴリードラマ,",有料
火の鳥-黎明編,劇団名人形劇団クラルテ,https://kan-geki.com/streaming/play/2300,"カテゴリーSF,マンガ・アニメ,キッズ・ファミリー,",有料
和楽器演奏集団独楽 打ち鳴らせ！邦楽で体感する日本の祭り,劇団名想造舎,https://kan-geki.com/streaming/play/2301,"カテゴリーその他,",有料
野ばら,劇団名箱劇,https://kan-geki.com/streaming/play/2302,"カテゴリーその他,",有料
筑前藩校絵巻～猷（みち）を修める者～,劇団名劇団ショーマンシップ,https://kan-geki.com/streaming/play/2303,"カテゴリー時代劇（歴史劇）,",有料
「フェードル」〜あるいは崩れゆく人々〜,劇団名劇団キンダースペース,https://kan-geki.com/streaming/play/2304,"カテゴリードラマ,",有料
手紙,劇団名劇団キンダースペース,https://kan-geki.com/streaming/play/2305,"カテゴリードラマ,",有料
「銘々のテーブル」〜あるいは、孤独に向かって〜,劇団名劇団キンダースペース,https://kan-geki.com/streaming/play/2306,"カテゴリードラマ,",有料
ウーマン・イン・マインド,劇団名劇団キンダースペース,https://kan-geki.com/streaming/play/2307,"カテゴリードラマ,",有料
けむりのゆううつ,劇団名劇団芝居屋かいとうらんま,https://kan-geki.com/streaming/play/2309,"カテゴリーミステリー・サスペンス,時代劇（歴史劇）,恋愛,",有料
（全景映像）「ヒューゴという男」2021年7月31日15:00公演,劇団名=9,https://kan-geki.com/streaming/play/2310,"カテゴリーミステリー・サスペンス,時代劇（歴史劇）,恋愛,",有料
（全景映像）「ヒューゴという男」2021年7月31日19:00公演,劇団名=9,https://kan-geki.com/streaming/play/2311,"カテゴリーミステリー・サスペンス,時代劇（歴史劇）,恋愛,",有料
（全景映像）「ヒューゴという男」2021年8月1日13:00公演,劇団名=9,https://kan-geki.com/streaming/play/2312,"カテゴリーミステリー・サスペンス,時代劇（歴史劇）,恋愛,",有料
（全景映像）「ヒューゴという男」2021年8月1日17:00公演,劇団名=9,https://kan-geki.com/streaming/play/2313,"カテゴリーミステリー・サスペンス,時代劇（歴史劇）,恋愛,",有料
Kiss of Sniper season 4,劇団名劇団ジュエリー・ビーンズ,https://kan-geki.com/streaming/play/2314,"カテゴリーSF,アクション,",有料
（全景映像）トートラインがゆるんだら,劇団名コメディアス,https://kan-geki.com/streaming/play/2315,"カテゴリーコメディ,",有料
Femiking,劇団名劇団TremendousCircus,https://kan-geki.com/streaming/play/2317,"カテゴリー時代劇（歴史劇）,ミュージカル,ダンス・舞踏・パフォーマンス,",有料
A Lost Fluffy,劇団名劇団ドクトペッパズ,https://kan-geki.com/streaming/play/2318,"カテゴリーファンタジー,アート,キッズ・ファミリー,",有料
ファクト・リ,劇団名げんこつ団,https://kan-geki.com/streaming/play/2319,"カテゴリードラマ,コメディ,不条理・アングラ,",有料
竜宮城の山羊,劇団名幻ノ國,https://kan-geki.com/streaming/play/2320,"カテゴリー不条理・アングラ,",有料
はりぼて予知のその先に,劇団名遅咲会,https://kan-geki.com/streaming/play/2321,"カテゴリーコメディ,",有料
どっかこっか,劇団名URAZARU,https://kan-geki.com/streaming/play/2322,"カテゴリードラマ,コメディ,恋愛,",有料
独鬼~hitorioni~(2021年版),劇団名劇団壱劇屋,https://kan-geki.com/streaming/play/2324,"カテゴリーアクション,ノンバーバル,",有料
いつ高シリーズvol.7『本がまくらじゃ冬眠できない』,劇団名ロロ,https://kan-geki.com/streaming/play/2325,"カテゴリードラマ,コメディ,その他,",有料
Fukushima Meets Miyagi Folklore Project＃５「禍の光」,劇団名仙台シアターラボ,https://kan-geki.com/streaming/play/2326,"カテゴリーアート,",有料
縁側アロハ,劇団名演劇／微熱少年,https://kan-geki.com/streaming/play/2327,"カテゴリードラマ,コメディ,その他,",有料
ゆめいろリーディングvol.2「瘡蓋（ケロイド）」「天使が涙を流す時」「スワンソングをあなたと」,劇団名純真舞台,https://kan-geki.com/streaming/play/2328,"カテゴリーSF,ファンタジー,ドラマ,",有料
LIVEももたろう,劇団名仙台シアターラボ,https://kan-geki.com/streaming/play/2329,"カテゴリードラマ,",有料
エーテルコード,劇団名FavoriteBananaIndians,https://kan-geki.com/streaming/play/2330,"カテゴリーファンタジー,ドラマ,ミュージカル,",有料
セカンドハウス,劇団名演劇企画団体　7millions,https://kan-geki.com/streaming/play/2331,"カテゴリードラマ,コメディ,",有料
第31回公演「足がなくて不安」,劇団名たすいち,https://kan-geki.com/streaming/play/2332,"カテゴリーファンタジー,ドラマ,",有料
ペノシマ,劇団名劇団ドクトペッパズ,https://kan-geki.com/streaming/play/2333,"カテゴリーファンタジー,ミステリー・サスペンス,アート,",有料
演劇ユニット貴楽屋「蛍」,劇団名演劇ユニット貴楽屋,https://kan-geki.com/streaming/play/2334,"カテゴリーコメディ,",有料
プロジェクト榮公演『サド侯爵夫人』,劇団名遊戯空間,https://kan-geki.com/streaming/play/2336,"カテゴリードラマ,アート,",有料
東京ノート,劇団名Nibroll／ミクニヤナイハラプロジェクト,https://kan-geki.com/streaming/play/2337,"カテゴリーダンス・舞踏・パフォーマンス,",有料
リアルリアリティ,劇団名Nibroll／ミクニヤナイハラプロジェクト,https://kan-geki.com/streaming/play/2338,"カテゴリーダンス・舞踏・パフォーマンス,",有料
FLAGMAN,劇団名@emotion,https://kan-geki.com/streaming/play/2339,"カテゴリーファンタジー,",有料
その犀はひとり行く,劇団名ルドルフ,https://kan-geki.com/streaming/play/2340,"カテゴリードラマ,時代劇（歴史劇）,",有料
The leg line　闇鍋音楽会vol. 2,劇団名仮想定規,https://kan-geki.com/streaming/play/2341,"カテゴリードラマ,コメディ,ミュージカル,",有料
第9回公演『夜叉姫』,劇団名幻ノ國,https://kan-geki.com/streaming/play/2345,"カテゴリー不条理・アングラ,",有料
点,劇団名シタチノ,https://kan-geki.com/streaming/play/2346,"カテゴリードラマ,コメディ,",有料
面,劇団名シタチノ,https://kan-geki.com/streaming/play/2347,"カテゴリードラマ,コメディ,",有料
海と日傘,劇団名KUROGOKU,https://kan-geki.com/streaming/play/2348,"カテゴリードラマ,アート,その他,",有料
行き先を探すための公演『赤目』,劇団名明後日の方向,https://kan-geki.com/streaming/play/2350,"カテゴリードラマ,マンガ・アニメ,時代劇（歴史劇）,",有料
蟻と蝶と蛇と明日と,劇団名青年団リンク　髙山植物園,https://kan-geki.com/streaming/play/2354,"カテゴリードラマ,恋愛,不条理・アングラ,",有料
鈍色のヘルメット -20歳の闘争-,劇団名KUROGOKU,https://kan-geki.com/streaming/play/2355,"カテゴリードラマ,時代劇（歴史劇）,恋愛,",有料
渡る夜 河べりに歌,劇団名雪女とランタン,https://kan-geki.com/streaming/play/2356,"カテゴリードラマ,",有料
KAMOME1/3「家」,劇団名エリア５１,https://kan-geki.com/streaming/play/2357,"カテゴリードラマ,アート,",有料
おーい、かえってこーい,劇団名遅咲会,https://kan-geki.com/streaming/play/2358,"カテゴリーSF,コメディ,",有料
Stage LARP 1/12 18:30「ハイロフォビア」,劇団名合同会社舞台裏,https://kan-geki.com/streaming/play/2359,"カテゴリーSF,ファンタジー,その他,",有料
Stage LARP 1/13 18:30「終局世界物語」,劇団名合同会社舞台裏,https://kan-geki.com/streaming/play/2360,"カテゴリーSF,ファンタジー,その他,",有料
Stage LARP 1/14 18:30「あなたの全てを賭けて」,劇団名合同会社舞台裏,https://kan-geki.com/streaming/play/2361,"カテゴリーファンタジー,ミステリー・サスペンス,その他,",有料
Stage LARP 1/15 13:00「終局世界物語」,劇団名合同会社舞台裏,https://kan-geki.com/streaming/play/2362,"カテゴリーSF,ファンタジー,その他,",有料
Stage LARP 1/15 18:45「ハイロフォビア」,劇団名合同会社舞台裏,https://kan-geki.com/streaming/play/2363,"カテゴリーミステリー・サスペンス,ホラー・スリラー,その他,",有料
